,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths Upstream Gelderland,Expected Number of Deaths Downstream Gelderland,Expected Number of Deaths Overijssel
108,1,1,1,1,0,0,0,0,3,0,0,1,0,2,0,1,3,0,3,1,1,2,0,6,212210795.6653459,214163416.00293618,557600000.0,5840.686023186177,0.011924487024624664,0.015518628713612693,0.0
109,1,0,1,1,0,0,0,0,3,7,6,0,0,3,0,6,0,0,2,3,3,5,0,0,4238323.722843707,287247323.7283543,824000000.0,280.54214332986123,0.0005934083009719571,0.0,0.0
110,0,0,0,0,0,0,0,0,3,7,0,0,0,5,0,0,0,0,0,4,3,6,0,0,1939989010.125072,187187406.29412386,248500000.0,103048.89302963021,0.0017253016964627172,0.3936073236047738,0.0
111,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,4,3,3,6,1,5,0,1,1580627094.9988823,229757713.75959072,267200000.0,0.0,1.0684759583388357,0.0854756648753867,0.0
112,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,5,2,6,5,3,0,781528551.5718524,208211601.19111013,284500000.0,0.0,0.1432120421103643,0.9930844916452891,0.0
113,0,1,0,0,0,0,0,1,2,0,3,0,0,1,0,6,2,0,3,6,4,1,1,0,762444063.180258,225477906.18656805,456000000.0,8917.848830745694,0.0887052967664521,0.0,0.0
114,0,1,0,0,0,0,0,0,0,6,7,0,0,2,0,0,0,0,1,4,4,6,0,0,1134072156.2845278,254983924.23226362,61400000.0,0.0,0.046419872794678255,1.826056998750948,0.0
115,0,1,0,0,0,0,0,0,3,4,0,0,0,2,0,0,0,0,3,0,2,6,0,2,1207271153.7060227,181241194.58426708,146000000.0,59423.845828914054,0.010541773057067723,0.21749604164819875,0.0
116,0,1,0,0,0,0,0,0,2,6,0,3,0,2,0,3,7,7,2,4,5,0,0,0,142739950.71992868,296452206.0513873,61400000.0,3554.212605577509,0.011587982440849603,0.001877378548763093,0.005018407085217664
117,0,1,0,0,0,0,0,0,3,6,0,2,4,1,0,10,0,1,2,5,4,1,0,0,42582882.563822076,332493097.00174713,115300000.0,2767.7839423632586,0.0,0.00011703506515299619,0.004801204359458913
118,0,0,0,0,0,0,0,0,3,5,0,1,0,5,3,0,3,3,6,7,0,3,0,0,1757656029.4637432,320000980.5143993,0.0,49778.15872074744,0.09966141025597591,0.14352149043127482,0.0
119,0,1,0,0,0,0,0,0,0,7,3,0,0,2,0,6,0,3,7,3,5,4,5,0,23013126.00610362,341239969.3473307,146000000.0,0.0,0.024098077704917766,0.0,0.0
120,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,6,6,3,4,0,0,765184253.5231314,94312035.6277162,877900000.0,40680.858087928245,0.0050694825607194745,0.14764168813934808,0.0
121,0,0,0,0,0,0,0,0,0,7,0,4,1,2,0,7,2,0,2,2,1,2,0,0,34137021.383949526,323450602.99688345,115300000.0,0.0,0.0051700105478486615,0.0,0.02704106832234753
122,1,1,1,1,0,0,0,1,3,3,3,0,1,0,0,7,7,0,3,6,6,2,0,0,19886685.50546846,271814473.3519334,893000000.0,709.6750347947425,0.0020514379517932286,0.0,0.0
123,1,1,0,0,0,0,0,0,0,2,0,5,0,2,0,2,7,0,6,1,7,1,0,0,1826474372.2413073,259965392.11793494,92100000.0,0.0,1.2842023210919324,0.0,0.012110103556600943
124,0,1,0,0,0,0,0,0,3,6,0,3,7,2,0,4,0,3,3,5,4,0,0,0,115012151.81003872,327406179.58043015,115300000.0,6463.599434583164,0.0,0.012563914119522623,0.006885934160153845
125,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,1,0,3,1,4,5,1,0,3,3078906360.6746607,226393249.15384465,0.0,46715.38294570943,0.23090457316573654,0.05519023865723081,0.0
126,1,1,0,0,0,0,0,0,1,3,3,0,0,2,0,0,7,0,0,1,1,2,0,0,757643092.417844,206544049.37123445,309900000.0,5810.476625730533,0.20466048004894824,0.014980735158231277,0.00048655861484478473
127,0,1,0,0,0,0,0,0,3,7,0,2,4,1,0,4,3,1,1,3,4,1,0,0,58276427.843628,343332450.9621969,30700000.0,3278.252423779776,0.0003357928410816894,0.006482637426685453,0.0030756765261329647
128,1,1,0,0,0,0,0,0,0,7,0,0,0,2,0,1,7,0,2,6,6,2,0,1,53326379.67416234,258264866.65874243,261300000.0,0.0,0.0049200756888682666,0.06964251252109385,0.013520534161173764
129,1,1,0,0,0,0,0,0,2,0,0,5,0,0,0,3,0,7,5,1,5,5,0,0,1649707982.556746,184785112.37614274,394500000.0,16743.277311596983,0.17092047224426135,0.0,0.0
130,0,1,0,0,0,0,0,0,3,1,0,3,0,2,0,2,0,7,2,5,5,2,1,0,1746153210.1646729,265547844.81711972,199900000.0,25968.1622893401,0.1367663699784867,0.020794565210341034,0.0
131,0,1,0,0,0,0,0,0,3,8,1,2,4,0,4,0,1,5,4,2,4,0,0,0,1172479216.9045384,363904226.0548931,30700000.0,65107.628488042516,0.0,0.24351879953258893,0.00400712138870169
132,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,3,0,0,1,1,9,1,0,0,2561616751.4994307,201279980.66285944,115300000.0,0.0,1.7034995072961316,0.0,0.0
133,0,1,0,0,0,0,0,0,2,5,0,0,6,5,0,0,0,0,3,3,1,5,0,0,1928655635.6623397,254910094.05039635,199900000.0,82293.25313957734,0.0,0.4925871075103193,0.0
134,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,1,5,6,0,1,0,0,2561616751.4994307,140463552.7305184,236500000.0,0.0,1.7034995072961316,0.0,0.0
135,0,1,0,0,0,0,0,0,0,6,0,0,1,3,0,0,0,7,7,7,0,2,0,0,837160295.2508616,242544700.51922047,61400000.0,0.0,0.10763515978803262,1.208311342489993,0.0
136,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,6,1,2,0,1,2195319314.655264,123981453.69383082,176700000.0,0.0,1.414531658873429,0.11455256719927942,0.0
137,0,1,0,0,0,0,0,0,3,5,0,1,1,2,0,0,0,0,0,5,3,4,0,0,1954384888.545962,229620914.88920793,115300000.0,102776.18294544477,0.002428131936655498,0.39402586751216473,0.0
138,1,0,0,0,0,0,0,0,3,7,7,0,7,2,3,3,1,1,5,5,7,1,0,0,106741428.79183686,485595649.5248388,30700000.0,5322.132026574987,0.0001678964205408447,0.02398885272875559,0.00028785799790976164
139,0,0,0,0,0,0,0,0,3,1,0,3,0,2,0,2,0,7,1,5,4,2,0,0,2020197291.2365794,235224789.76654088,169200000.0,40322.40063503661,0.13690229514528388,0.08073090400208771,0.0
140,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,1,0,0,4,2,0,3,0,0,1134046946.4620953,159399174.5907932,540600000.0,0.0,0.024717535232886636,1.904881884283381,0.0
141,0,0,0,0,0,0,0,0,3,7,0,2,0,5,3,4,3,4,6,3,0,0,0,0,176758803.6474257,341692704.56162256,0.0,10130.06799849707,0.003152512973410229,0.01998149270664821,0.007964566638199251
142,0,0,0,0,0,0,0,0,3,7,0,4,0,2,7,7,1,0,3,2,2,2,1,0,21431740.360994745,389400063.7080907,30700000.0,1177.96817382454,0.002679005227489778,0.0,0.0
143,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,3,0,1,6,1,1,0,0,2582276589.9044256,143237653.4162292,115300000.0,32034.80283072117,0.20441994087553578,0.005026950176540777,0.0
144,0,1,0,0,0,0,0,0,3,5,0,3,7,0,0,4,0,5,3,5,6,0,0,0,1141107864.2296174,273824682.1581603,30700000.0,15109.454350592472,0.09535600386445461,0.0,0.004112380955050304
145,0,0,0,0,0,0,0,0,3,9,0,1,7,0,4,0,1,5,4,5,5,2,3,0,1335111566.7414348,417781202.2599708,0.0,70304.6972994394,0.0,0.29095620086597435,0.0
146,0,0,0,1,0,0,0,0,3,0,0,7,0,1,0,7,1,0,5,2,0,3,0,0,1651078354.4380498,216381253.28043395,236500000.0,20807.482819370573,0.13689436341281683,0.0,0.0
147,1,1,0,0,0,0,0,0,0,3,0,4,0,2,0,6,0,0,6,0,7,0,0,0,1855736063.3145218,199464772.55824295,61400000.0,0.0,1.2892369868111389,0.0,0.033456047234784424
148,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,3,5,6,0,0,0,2,1634383396.9407198,224553108.2868427,84600000.0,0.0,0.0416000235524651,2.8561331749518186,0.0
149,0,0,0,0,0,0,0,0,3,7,0,1,3,2,0,1,0,0,1,4,4,1,0,1,1609729566.6592488,303750931.0481153,115300000.0,84983.37335999415,0.0,0.3299087562324942,0.0
150,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,6,4,4,0,0,123105452.22863027,147911947.11306554,756700000.0,0.0,0.014229705069593927,0.20142298876070305,0.0
151,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,2,0,0,4,5,4,2,0,0,1173611181.135949,191604977.61860648,115300000.0,0.0,0.5781731901944079,0.7183534166274115,0.0
152,0,0,0,0,0,0,0,0,3,0,2,1,0,1,0,0,6,3,2,5,0,2,0,3,2716897718.8720818,250679202.15364957,84600000.0,48385.34138072205,0.19286122693862767,0.07405614870757571,0.0
153,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,6,0,7,3,0,2,2,0,7,19182183.7460346,279892320.0343223,533000000.0,0.0,0.005045043118358464,0.0,0.013520534161173764
154,1,0,0,1,0,0,0,0,3,5,1,0,0,2,0,0,0,1,2,6,7,1,0,0,827090852.1338851,220256685.47944406,400400000.0,44906.70084541679,0.002130720755821442,0.16774519022008885,0.0
155,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,2,7,3,2,6,1,1,0,0,2826142966.715578,230721157.43930992,30700000.0,32901.83801728728,0.23090457316573654,0.0016867325504257146,0.0
156,1,1,0,1,0,0,0,0,2,3,0,0,0,2,0,0,7,3,2,0,5,2,0,3,2838656213.1521025,229155615.0172348,182600000.0,27135.527973250337,0.2886307164571708,0.005727628359963972,0.0
157,0,1,0,0,0,0,1,0,1,5,0,0,7,2,0,1,0,0,3,3,0,5,0,0,464357065.1192206,256239487.7330348,486700000.0,11879.188159229408,0.0,0.28563139929700376,0.0
158,0,1,0,0,0,0,0,0,3,8,1,1,3,0,3,0,1,5,4,2,4,1,0,1,1135303523.2411537,395030225.5145179,30700000.0,62845.649942928445,0.0,0.24351879953258893,0.0
159,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,7,3,3,5,4,2,0,0,2584054473.490903,227809692.50851437,84600000.0,0.0,1.7034995072961316,0.04740420894496684,0.0
160,0,1,0,0,0,0,0,0,0,2,0,0,6,2,0,6,0,0,3,3,2,2,0,0,41670128.24890825,241432718.14146304,533000000.0,0.0,0.0,0.0,0.040561602483521295
161,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,7,2,6,0,0,0,3652285732.6969156,78813807.37888356,84600000.0,88812.66897612953,0.20441994087553578,0.22216844612272713,0.0
162,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,4,2,6,1,0,2,2043172317.969101,222608159.73211554,253800000.0,0.0,0.014747036806177786,3.555305217565441,0.0
163,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,1,7,1,1,0,0,0,862768771.9291509,142545679.60865808,115300000.0,0.0,0.04313254241156794,1.5360172128679186,0.0
164,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,1,3,4,0,0,720365027.6627942,88589140.50810511,824000000.0,8662.866023397644,0.05747343997557492,0.0,0.0
165,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,0,0,0,5,2,0,2,0,0,1939989010.125072,232908355.45532504,199900000.0,0.0,0.014377514137189313,3.2800610300397817,0.0
166,0,0,0,0,0,0,0,0,3,7,0,0,3,2,0,0,0,0,2,4,4,1,0,0,1928655635.6623397,217940339.54122204,115300000.0,102237.26507693375,0.0,0.3940696860082553,0.0
167,0,1,0,0,0,0,0,0,2,0,1,5,0,0,0,1,0,7,5,6,5,5,0,0,490840854.83619046,222854588.2381605,448400000.0,17987.644519376805,0.017242040215202533,0.09105824749299986,0.0
168,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,2,0,3,1,5,3,5,0,0,1027667183.4938055,197943787.65246263,333100000.0,24054.651406254427,0.07096423741316168,0.054323835133863005,0.0
169,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,4,5,4,2,3,1,0,1455465760.5157652,218721285.66203967,84600000.0,75086.37713580977,0.006798488209311237,0.3021751486213699,0.0
170,0,0,0,0,0,0,0,0,3,2,5,0,1,3,0,0,7,3,7,7,0,1,0,0,927419726.0461808,304880101.21560466,30700000.0,18411.429634564236,0.07730398389632719,0.022117106875575727,0.002906424853584226
171,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,6,0,7,3,1,1,2,0,0,361219653.09336835,166335296.2751577,479100000.0,2106.1359017965624,0.08645840061426938,0.0,0.0
172,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,7,2,0,3,6,2,3,0,2,1660980753.9035206,235954424.7240131,363800000.0,0.0,1.1464716595800055,0.0,0.0
173,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,2,0,4,2,6,0,2,0,0,426336342.43334734,183888045.85458305,333100000.0,21313.55629346498,0.00544178001590475,0.08123156208340827,0.0
174,1,0,0,1,0,0,0,0,0,10,0,0,0,2,0,0,0,7,3,7,0,4,0,0,701832955.6910939,229752009.98938686,400400000.0,0.0,0.009652665276875175,1.2139460976811354,0.0
175,1,1,0,0,0,0,0,0,3,6,0,0,2,1,0,0,0,7,7,6,4,2,0,0,309216815.66029567,251430298.0626602,176700000.0,17182.049367696287,0.0,0.06212510474598507,0.0016224640993408514
176,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,7,1,1,2,3,2,2904611982.192502,187839850.8614951,61400000.0,30003.764121531614,0.2886307164571708,0.022291180954647664,0.0
177,0,1,0,0,0,0,0,0,3,7,0,0,1,1,0,0,1,0,4,5,5,3,0,0,1715511574.7870314,233920322.9797727,115300000.0,91587.95924436723,0.001861203797225518,0.35117651043409326,0.0
178,0,0,0,0,0,0,0,0,3,7,0,0,2,2,0,1,0,0,1,4,4,0,0,1,1613983164.4220848,229904706.95885366,199900000.0,85267.80290845854,0.0006204012657418394,0.32986901543572045,0.0
179,0,1,0,0,0,0,0,0,3,5,0,3,7,2,0,4,0,3,3,5,4,0,0,0,136277126.45912787,318951867.53699887,115300000.0,6705.002187824133,0.0018089759588118927,0.012555758720888991,0.006859513875515542
180,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,4,4,6,7,1,6,0,1382448946.1920016,253448401.4098927,0.0,0.0,0.07044913550566935,2.378767251452078,0.0
181,0,1,0,0,1,0,0,0,3,4,0,2,4,1,0,7,0,1,7,3,6,0,0,1,24482879.00856636,315077549.32487375,321100000.0,1646.5792703735256,0.0,0.0,0.002926197995419571
182,1,0,0,0,0,0,0,0,3,7,0,0,7,3,0,7,0,1,6,5,0,6,0,0,0.0,328287859.5336438,248500000.0,0.0,0.0,0.0,0.0
183,0,1,0,0,0,0,0,0,0,2,0,3,1,2,0,7,0,0,4,3,5,2,0,0,1657623405.445036,260181250.42207628,115300000.0,0.0,1.143203738025804,0.0,0.0
184,0,1,0,0,0,0,0,0,1,0,0,3,0,3,0,0,5,0,1,1,5,1,1,0,1981149165.61321,194558316.23017207,199900000.0,19754.226079224783,0.41095038227003405,0.22951496574383384,0.0
185,0,0,0,0,0,0,0,0,0,7,0,2,1,4,0,5,0,0,1,4,3,0,0,0,133341177.93722473,263845397.08110029,169200000.0,0.0,0.014747036806177786,0.16178645160732072,0.032275259752520706
186,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,1,0,0,7,2,1,1,0,0,1613983164.4220848,207801738.4235718,284500000.0,0.0,0.0051700105478486615,2.7489084619643376,0.0
187,1,1,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,4,2,0,0,2819191871.979723,144551164.85449815,61400000.0,0.0,1.924204776381138,0.0,0.0
188,0,0,1,1,0,0,0,0,3,7,0,0,1,2,0,0,0,7,1,1,3,5,0,0,1019759232.6236727,243462506.47694573,744700000.0,56699.18729701771,0.0006084043925107808,0.2136975143743351,0.0
189,0,1,0,0,0,0,0,0,0,2,0,4,0,2,0,5,7,7,1,1,0,1,0,0,118379155.8001187,289638785.1792398,230600000.0,0.0,0.07326345167729181,0.0008735556380370087,0.011617416298574572
190,0,1,0,0,0,0,0,0,2,1,0,4,3,0,0,6,7,0,4,4,5,0,1,2,2425060831.7605996,292109763.5497381,30700000.0,22578.553503854655,0.25201798005339804,0.0,0.0
191,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,2,0,0,6,6,3,4,0,0,243029771.0481277,134425688.15096328,877900000.0,12446.638802859354,0.0029066363052613862,0.04662925962799498,0.0
192,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,5,6,5,1,0,0,2608209581.350562,153709715.03559834,115300000.0,0.0,1.7034995072961316,0.08378250294234629,0.0
193,0,0,0,0,0,0,0,0,3,7,0,0,7,1,0,3,0,3,3,5,7,4,0,0,551303972.6701655,313536167.3749732,84600000.0,27512.46052614668,0.0,0.12391483728419068,0.0
194,0,1,0,0,0,0,0,0,3,0,0,3,0,6,0,0,3,0,7,3,4,0,3,0,2558094603.9668903,201409612.8860532,115300000.0,38594.45047651445,0.19286122693862767,0.035934648756826164,0.0
195,0,1,0,0,0,0,0,0,3,7,0,7,1,2,0,6,2,0,3,6,0,2,0,0,35941673.03845835,345343490.0881696,115300000.0,2179.6649294844083,0.0006204012657418394,0.00047872387136749174,0.003244928198681703
196,0,0,0,0,0,0,0,0,0,7,0,0,1,3,0,3,3,0,2,2,4,1,0,3,305756014.1783865,289513585.7638225,84600000.0,0.0,0.014747036806177786,0.5970164933279405,0.0011885188148114893
197,1,1,0,1,0,1,0,1,3,3,7,0,0,3,0,7,0,0,2,6,1,2,0,0,4205390.878671621,256363018.15501988,1112500000.0,278.99989900235465,0.0005844106460486626,0.0,0.0
198,0,0,0,0,0,0,0,0,3,7,0,1,0,5,3,4,0,1,1,3,7,4,0,0,209703469.7670146,339884429.97347724,0.0,10266.34754095718,0.003152512973410229,0.042289403403228495,0.0
199,0,0,0,0,0,0,0,0,3,7,0,3,4,1,0,3,3,3,4,5,0,0,0,5,283391236.8413049,358348022.03952605,84600000.0,15742.792836998777,0.0,0.0652044579334897,0.0023605749822121496
200,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,5,4,1,0,0,3845925746.864909,91113327.64106435,321100000.0,98065.24302672497,0.2042189530691173,0.25135611278717906,0.0
201,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,3,0,7,4,2,0,0,0,1209086313.0461614,194688789.2213024,84600000.0,0.0,0.05297711878091202,2.1598472180251904,0.0
202,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,3,3,3,4,0,9,0,3,914241928.9709566,288463739.98337734,0.0,0.0,0.015884933932016575,1.7285273831427672,0.0
203,0,0,0,0,0,0,0,0,0,6,6,0,7,2,0,9,5,4,2,3,2,3,0,0,1371902.4584200988,439720407.6772217,84600000.0,0.0,0.0,0.0009752922096083016,0.0
204,0,1,0,0,0,0,0,0,2,4,0,0,0,2,0,5,1,4,2,1,3,2,1,0,2819191871.979723,253576269.17965323,61400000.0,26143.700247159588,0.2886307164571708,0.0,0.0
205,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,5,3,5,1,0,0,1932909233.4251757,185406324.62078673,502300000.0,0.0,0.0051700105478486615,3.2835828767623467,0.0
206,0,0,1,0,0,0,0,0,0,4,0,0,1,2,5,2,0,0,6,6,1,1,0,0,428160171.2903688,280734483.4820399,321100000.0,0.0,0.005120023576052584,0.7427189476208367,0.0
207,1,1,0,1,0,0,0,0,3,3,7,0,0,0,0,1,0,0,6,6,5,3,0,1,669322862.5986632,240550179.49353033,297900000.0,11588.759796515817,0.05775008764703447,0.010350640685985384,0.0
208,0,1,0,0,0,0,0,0,2,0,5,3,7,0,0,0,5,0,3,1,5,1,0,0,932726213.9147731,259257318.56079414,115300000.0,17424.759088676048,0.08630558533906403,0.054877847128426485,0.00017991124869360102
209,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,2,6,0,3,0,0,361219653.09336835,163065620.83042502,569600000.0,0.0,0.24016222392852604,0.0,0.0
210,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,3,5,1,3,0,1,2904157580.719046,113413627.76288022,115300000.0,40156.33043972191,0.2555249260944198,0.08983662189206543,0.0
211,0,1,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,1,5,7,4,0,0,0,2919663917.9256372,143151613.2435315,30700000.0,38004.29212165837,0.23090457316573654,0.020976327841378418,0.0
212,0,0,0,0,0,0,0,0,0,6,0,0,7,2,0,7,5,5,1,6,5,7,0,5,145920317.32993346,425897615.1898487,0.0,0.0,0.10763515978803262,0.0,0.0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,3030423793.7397704,65532828.93339566,30700000.0,0.0,1.924204776381138,0.36861844406958966,0.0
214,0,1,0,0,0,0,0,0,1,2,2,0,6,0,0,7,7,0,3,0,2,2,0,0,41670128.24890825,264803793.40239826,581600000.0,1307.2829565676402,0.0,0.0,0.014602176894067663
215,0,0,0,0,0,0,0,0,0,3,1,3,0,2,0,3,0,4,1,1,1,0,0,0,758971355.413297,242666819.65910482,115300000.0,0.0,0.5058127997879741,0.11052298035177972,0.03121102021237816
216,0,1,0,0,0,0,0,0,0,5,3,0,3,1,0,1,3,3,3,3,1,10,0,2,511492504.4442724,389451584.96987605,61400000.0,0.0,0.39731668276856097,0.041759386666818304,0.0
217,0,1,0,0,0,0,0,0,1,7,5,0,7,2,0,7,4,3,3,2,5,0,0,0,107848144.8323488,396211805.0913805,30700000.0,3374.0854301858653,0.0005036892616225341,0.0,0.03689583014771371
218,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,1,4,6,4,1,0,0,2263572885.4407477,186531314.17199242,30700000.0,0.0,0.7131583653190677,2.1876544104232947,0.0
